Shark,Direction_of_Swim,Depth,Raw_w_another_shark,Raw_Position_other_shark,Raw_Depth_other_shark,Second_other_Shark,Second_Shark_Position,Second_Shark_Depth,Third_Other_Shark,Third_Shark_Position,Third_Shark_Depth
AL,CW,S,TR,B,L,TA,X,E,,,
TA,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,B,L,,,,,,
TA,CW,VD,YU,N,H,,,,,,
TR,CW,B,YU,B,L,,,,,,
TR,CW,S,YU,B,L,,,,,,
TA,CW,VD,TR,B,H,,,,,,
AL,CW,D,TA,B,H,,,,,,
AL,CW,S,TA,B,E,,,,,,
AL,CW,S,TA,N,L,,,,,,
TA,CC,S,TR,X,L,,,,,,
TR,CW,VD,TA,X,H,,,,,,
AL,CC,S,TR,X,L,,,,,,
TR,CW,D,AL,X,H,,,,,,
TA,CC,S,YU,X,E,,,,,,
TA,CC,S,YU,X,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
TR,CW,B,AL,X,H,,,,,,
TA,CC,S,YU,X,L,,,,,,
AL,CW,S,TR,N,L,,,,,,
TA,CW,B,TR,B,E,,,,,,
AL,CW,B,TR,N,E,,,,,,
TR,CW,S,AL,A,E,,,,,,
AL,CW,D,TR,B,H,,,,,,
AL,CW,D,TA,B,E,,,,,,
TA,CC,D,AL,X,,,,,,,
TA,CC,B,TR,B,,YU,X,,,,
TR,CW,B,YU,,H,,,,,,
TR,CW,B,TA,X,H,,,,,,
TA,CW,B,AL,B,H,,,,,,
TR,CW,D,TA,B,E,,,,,,
TA,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,X,,,,,,,
TA,CW,S,TR,X,,,,,,,
TA,CW,S,TR,X,,,,,,,
TR,CW,D,TA,N,E,,,,,,
YU,CW,D,TR,X,,,,,,,
AL,CW,S,TR,X,L,,,,,,
TR,CC,B,AL,X,H,,,,,,
TA,CC,B,AL,A,H,,,,,,
TR,CC,B,AL,N,E>H,,,,,,
AL,CC,B,TR,N,E>L,,,,,,
AL,CW,B,TA,B,H,,,,,,
TA,CW,S,AL,A,L,,,,,,
AL,CW,S,TR,E>A,L,,,,,,
TR,CW,D,AL,E>B,H,,,,,,
TA,CW,VD,TALULALH,N>A,L,,,,,,
TR,CW,VD,AL,N,H,,,,,,
AL,CW,B,TR,N,L,,,,,,
TA,CC,S,TR,B,L,,,,,,
TR,CC,D,TA,A,H,,,,,,
YU,CW,VD,TA,X,H,,,,,,
TR,CW,VD,TR,X,L,,,,,,
TA,CC,S,AL,B,E,,,,,,
AL,CC,S,TA,A,E,,,,,,
TR,CC,S,AL,B,E,,,,,,
AL,CC,S,TR,A,E,,,,,,
AL,CC,S,TA,B>N,E,,,,,,
TA,CC,S,AL,A>N,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
TA,CC,S,TR,B,L,,,,,,
TA,CC,B,AL,B,E,,,,,,
TR,CW,D,TA,X,H,,,,,,
AL,CC,B,TR,X,L,,,,,,
TA,CW,B,AL,B,E,,,,,,
TA,CW,B,AL,B,H,,,,,,
AL,CW,S,TA,A,L,,,,,,
TA,CW,S,AL,B,H,,,,,,
AL,CW,S,TA,A,L,,,,,,
AL,CW,B,TR,X,E,TA,X,L,,,
TA,CW,D,TR,B,E,,,,,,
TA,CW,B,TR,N,H,YU,A,H,,,
TR,CW,D,YU,B,H,,,,,,
TA,CW,B,YU,N,H,,,,,,
YU,CW,S,TR,X,E,,,,,,
TA,CW,B,YU,A,H,TR,B,L,,,
AL,CC,S,TA,B,E,,,,,,
YU,CW,S,TR,X,L,,,,,,
TR,CC,B,YU,X,/L,TA,X,L,,,
TR,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,A,E,,,,,,
AL,CC,B,TA,B,E,,,,,,
AL,CC,B,TR,B,E,,,,,,
TR,CW,B,TR,X,E,,,,,,
TA,CW,S,TR,X,E,,,,,,
TR,CC,B,AL,B,E,,,,,,
TA,CC,S,AL,X,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CW,S,TR,B,E,,,,,,
TR,CC,S,TR,X,E,,,,,,
TA,CC,S,TR,B,L,,,,,,
TA,CC,S,TR,N,E,,,,,,
TR,CC,S,YU,X,E,,,,,,
TA,CC,B,AL,X,L,,,,,,
TR,CC,B,AL,X,L,,,,,,
TA,CC,B,AL,B,H,,,,,,
TA,CW,D,AL,B,H,,,,,,
TR,CW,S,TA,B,L,,,,,,
AL,CC,S,YU,X,E,,,,,,
TA,CW,S,AL,X,E,,,,,,
AL,CW,S,TR,X,L,,,,,,
TR,CC,D,AL,X,H,,,,,,
TA,CW,S,TR,B,L,,,,,,
TR,CW,D,TA,A,H,,,,,,
TR,CC,S,AL,N,L,,,,,,
AL,CC,B,TR,N,H,,,,,,
AL,CC,S,TA,X,E,,,,,,
TA,CC,S,TR,X,H,,,,,,
TR,CC,S,TA,B,E,,,,,,
TA,CC,S,TR,A,E,,,,,,
TR,CW,S,AL,X,E,,,,,,
TA,CC,S,TR,B,E,,,,,,
TR,CC,S,TA,A,E,,,,,,
TA,CC,S,TR,B,E,,,,,,
AL,CC,S,TR,B,E,,,,,,
AL,CC,S,TR,B,L,,,,,,
TR,CW,S,AL,X,L,,,,,,
TA,CW,S,TR,B,L,,,,,,
TR,CW,S,TA,A,H,,,,,,
TR,CW,S,AL,N,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CW,S,TA,A,L,,,,,,
TA,CW,S,AL,B,E,,,,,,
TA,CW,S,AL,A,E,,,,,,
TA,CW,B,TR,X,E,,,,,,
TA,CW,B,AL,A,E,,,,,,
TR,CW,D,Nandi,X,H,,,,,,
AL,CW,S,TR,X,L,,,,,,
TA,CW,S,AL,X,E,,,,,,
YU,CW,S,AL,B,E,,,,,,
TR,CC,S,AL,X,L,,,,,,
AL,CW,S,TR,B,L,,,,,,
AL,CW,S,TR,B,L,,,,,,
TR,CW,S,AL,B,E,,,,,,
AL,CW,B,TR,X,L,,,,,,
TA,CC,D,YU,X,H,,,,,,
TA,CW,S,AL,B,,TR,B,,,,
TA,CW,B,TR,B,,,,,,,
TR,CW,B,AL,B,L,,,,,,
AL,CW,S,TR,A,H,,,,,,
TA,CW,S,TR,X,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CW,S,TA,X,E,,,,,,
TA,CW,D,TR,B,E,,,,,,
TR,CC,S,AL,B,E,,,,,,
TA,CC,S,YU,X,E,,,,,,
AL,CW,S,YU,B,E,,,,,,
AL,CW,B,TR,X,H,,,,,,
TA,CW,B,YU,N,E,,,,,,
TR,CC,B,AL,X,E,,,,,,
AL,CW,D,TR,X,E,,,,,,
AL,CW,S,TA,B,L,,,,,,
AL,CW,B,TR,X,H,,,,,,
TA,CC,B,TR,A,E,,,,,,
TR,CW,B,TA,X,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
TA,CW,D,AL,X,H,,,,,,
TR,CW,B,YU,B,H,,,,,,
AL,CW,B,TR,B,H,,,,,,
TA,CW,B,TR,X,,,,,,,
TA,CC,VD,AL,B,H,,,,,,
TR,CC,S,YU,X,E,,,,,,
TR,CC,B,AL,X,,,,,,,
TA,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,B,L,YU,A,H,,,
TA,CC,D,AL,B,H,TR,B,H,,,
AL,CW,S,YU,N,L,,,,,,
TR,CW,VD,YU,N,H,,,,,,
YU,CW,B,AL,B,H,TA,B,H,TR,B,H
AL,CW,S,TR,B,L,,,,,,
AL,CW,S,TA,A,,,,,,,
TA,CC,B,TR,X,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
AL,CW,B,TR,X,L,,,,,,
TR,CW,B,AL,X,H,,,,,,
TA,CC,B,TA,A,H,,,,,,
AL,CW,B,TA,A,E,,,,,,
TR,CW,B,AL,A>N>B,H>E>L,,,,,,
TR,CC,B,AL,A,H,,,,,,
AL,CC,S,TR,X,L,,,,,,
TA,CC,S,TR,X,L,,,,,,
TA,CW,S,TR,B,E,,,,,,
TR,CW,B,TA,A,L,,,,,,
TA,CW,S,AL,X,E,,,,,,
TR,CW,S,TA,X,E,,,,,,
TA,CW,S,TR,X,E,,,,,,
AL,CC,S,TA,N,L,,,,,,
AL,CW,S,TR,X,E,,,,,,
TR,CW,S,TA,X,H,,,,,,
TA,CC,S,AL,B,E,,,,,,
AL,CC,S,TA,A,E,,,,,,
TA,CC,S,TR,X,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
TA,CC,D,TR,X,L,,,,,,
AL,CC,S,TA,N,L,,,,,,
TR,CC,S,TA,A,E,,,,,,
AL,CC,S,YU,X,L,,,,,,
TR,CC,S,TA,N,L,,,,,,
TR,CW,B,AL,N,E,,,,,,
TA,CW,D,AL,B,E,,,,,,
TR,CW,S,TA,B,,,,,,,
TA,CW,S,TR,A,,,,,,,
TR,CW,B,YU,N,E,,,,,,
YU,CW,B,TR,N,E,,,,,,
YU,CW,B,AL,B,H,,,,,,
AL,CW,S,YU,A,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
TR,CW,VD,AL,X,H,,,,,,
AL,CC,S,TR,B,E,,,,,,
TR,CC,S,AL,A,E,,,,,,
AL,CW,S,TR,X,L,,,,,,
AL,CW,S,TA,X,L,TR,X,E,,,
YU,CW,D,AL,X,H,,,,,,
TR,CW,VD,TA,X,H,,,,,,
TA,CW,S,TR,X,E,,,,,,
TR,CC,B,TA,N,H,,,,,,
AL,CC,B,TR,B,E,TA,B,E,,,
AL,CC,S,TR,B,E,,,,,,
TR,CC,B,YU,X,,,,,,,
TR,CC,B,TA,B,L,,,,,,
YU,CW,B,TR,X,E,,,,,,
TA,CW,D,TR,B,H,YU,B,H,,,
AL,CW,D,YU,B,L,,,,,,
TA,CW,D,TR,B,H,AL,B,H,,,
TA,CW,B,AL,B,H,,,,,,
AL,CW,B,TA,X,E,,,,,,
TA,CC,D,TR,B,L,,,,,,
TR,CC,VD,TA,A,H,,,,,,
AL,CW,B,TA,B,L,,,,,,
TA,CW,VD,AL,A,H,,,,,,
AL,CC,S,TR,X,L,,,,,,
TA,CW,B,TR,B,H,,,,,,
TR,CW,S,TA,A,L,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CC,S,TR,A,E,,,,,,
TR,CC,S,AL,B,E,,,,,,
TA,CC,S,AL,N>A,E,,,,,,
AL,CC,S,TA,A,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CW,VD,TR,X,H,,,,,,
TA,CC,D,TR,X,L,,,,,,
TR,CW,S,TA,B,,,,,,,
TR,CW,S,TA,B,,,,,,,
TR,CW,S,AL,B,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,S,TA,B,,,,,,,
TA,CW,B,TR,A,,,,,,,
TA,CW,B,TR,A,,,,,,,
AL,CC,B,TA,A,,,,,,,
AL,CC,S,YU,X,L,,,,,,
AL,CW,S,TA,A,E,,,,,,
TA,CC,B,AL,B,E,,,,,,
AL,N1,B,TR,X,L,,,,,,
TA,CC,B,TA,X,E,,,,,,
TA,CC,B,AL,A,H,,,,,,
TA,CC,B,TR,N>A,H,,,,,,
AL,CC,B,TA,B,E,,,,,,
TA,CC,D,AL,A,E,,,,,,
TR,CW,B,TA,N,E,,,,,,
AL,CC,B,TA,B,E,,,,,,
TR,CC,VD,AL,A,E,,,,,,
TA,CW,D,TR,B,H,,,,,,
TR,CW,S,TA,A,L,,,,,,
TA,CW,VD,AL,B,H,,,,,,
TA,CW,VD,AL,B,H,,,,,,
TR,CW,S,TA,A,L,,,,,,
TA,CC,S,TR,B>N,E,,,,,,
TR,CC,S,TA,A>N,E,,,,,,
TR,CC,B,AL,A,H,,,,,,
TR,CW,S,AL,A,E,,,,,,
TR,CW,B,TA,X,H,,,,,,
TR,CC,S,AL,X,E,,,,,,
TR,CW,S,TA,N>B,,,,,,,
TA,CW,S,TR,B,E,,,,,,
AL,CW,S,TA,X,,,,,,,
TA,CW,S,TR,B,,AL,X,,,,
TA,CW,D,TA,,,AL,,,,,
TA,CW,B,TA,B,,TR,B,,,,
TR,CC,S,TA,A,E,,,,,,
AL,CC,B,TR,X,E,,,,,,
TA,CW,B,TR,B,E,,,,,,
TA,CW,D,TR,X,L,,,,,,
TA,CW,B,TR,B,E,,,,,,
AL,CW,S,TA,B>A,L,,,,,,
AL,CW,S,TA,B,E,,,,,,
TR,CW,B,TA,B,H,,,,,,
AL,CW,S,TA,B,E,,,,,,
TA,CW,D,TR,B,H,AL,X,H,,,
AL,CW,S,TA,X,L,,,,,,
AL,CW,S,TR,X,L,,,,,,
AL,CW,S,TA,A,,,,,,,
TA,CW,S,TR,B/X,,,,,,,
TA,CW,S,TR,A,E,,,,,,
TA,CW,B,TR,B,E,,,,,,
AL,CW,D,TR,B>A,L,TA,B,E,,,
AL,CW,D,TR,N>A,L,,,,,,
TR,CC,S,AL,X,E,,,,,,
TR,CW,D,TA,B,L,,,,,,
TR,CC,S,TA,X,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
TR,CC,D,AL,A>N,H,,,,,,
TR,CW,S,YU,B,L,TA,B,L,,,
TR,CW,B,AL,A,L,TA,B,E,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,S,TR,X,L,,,,,,
TA,CW,S,TR,X,E,,,,,,
TR,CW,B,TA,N,E,,,,,,
TA,CW,S,AL,B,E,,,,,,
TA,CW,S,TR,B,L,,,,,,
TA,CW,S,AL,B,E,,,,,,
TA,CW,B,AL,B,E,,,,,,
TA,CW,S,AL,B,L,,,,,,
TA,CW,S,TR,B,E,,,,,,
TA,CW,S,TR,B,L,,,,,,
AL,CC,S,TR,X,E,TA,B,L,,,
TA,CC,S,AL,B,E,,,,,,
TR,CW,B,TA,B,H,,,,,,
TA,CC,B,AL,B,H,,,,,,
TA,CC,D,AL,B,E,,,,,,
TA,CW,S,AL,B,E,,,,,,
AL,CW,S,TA,A,E,TR,X,E,,,
TR,CW,S,TA,X,,,,,,,
TA,CW,S,AL,B,E,,,,,,
AL,CW,S,TA,A,E,,,,,,
AL,CW,S,TA,X,E,,,,,,
TR,CW,D,TA,B,H,,,,,,
TR,CW,D,TA,B,H,,,,,,
TA,CW,B,AL,B,H,,,,,,
TR,CC,S,TA,X,E,,,,,,
TR,CW,D,AL,B,H,,,,,,
AL,CW,S,TR,A,L,,,,,,
TA,CC,B,TR,X,L,,,,,,
AL,CC,B,TR,X,E,,,,,,
TR,CW,B,TA,B,L,,,,,,
TA,CW,B,AL,X,L,,,,,,
TA,CW,B,AL,B,L,,,,,,
TR,CW,S,TA,B,E,,,,,,
TA,CW,B,TR,B,H,,,,,,
TA,CW,B,TR,A,E,,,,,,
TR,CW,B,TA,B,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
TA,CC,B,TR,B,L,,,,,,
AL,CC,B,TR,B,L,,,,,,
TA,CC,B,TR,X,E,,,,,,
TR,CW,B,TA,B,L,,,,,,
TR,CW,D,AL,X,H,,,,,,
TA,CC,D,TR,B,E,,,,,,
TA,CC,D,TA,X,H,,,,,,
TR,CC,B,AL,A,,,,,,,
TR,CC,B,AL,A,E,,,,,,
AL,CC,B,TR,B,E,,,,,,
TR,CC,B,AL,A,E,,,,,,
TR,CW,S,TR,A,H,,,,,,
TA,CW,B,TR,A,H,,,,,,
AL,CW,B,TA,A,E,,,,,,
AL,CW,S,TA,A,E,,,,,,
TR,CW,B,TA,N,H,,,,,,
TR,CW,S,TR,X,E,,,,,,
AL,CW,D,TA,X,H>E>L,,,,,,
AL,CW,B,TR,B,L,,,,,,
TR,CW,B,TA,X,H,,,,,,
AL,CC,S,TR,X,L,,,,,,
TR,CC,B,TA,X,H,,,,,,
AL,CC,B,TR,N,E,,,,,,
TR,CC,B,AL,N,E,,,,,,
YU,CW,S,AL,B,,,,,,,
YU,CW,S,TR,X,,,,,,,
TR,CW,B,AL,B,,,,,,,
TA,CW,S,AL,A,,,,,,,
AL,CW,B,TA,B>N,,,,,,,
TA,CW,B,AL,B,,,,,,,
TA,CW,VD,AL,N,,,,,,,
AL,CW,S,TR,N,,,,,,,
AL,CW,S,TA,B,,,,,,,
TA,CW,S,AL,B,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,S,TR,B>N>A,,,,,,,
YU,CW,S,TA,B,,,,,,,
TR,CW,B,AL,X,,,,,,,
AL,CW,B,TA,B,,,,,,,
TA,CW,B,AL,X,,,,,,,
AL,CW,S,TR,B,,,,,,,
TA,CW,B,AL,B,,,,,,,
TA,CW,S,AL,B,,,,,,,
TR,CW,S,AL,B,,,,,,,
TR,CC,S,TA,N,,,,,,,
AL,CW,S,TR,X,,,,,,,
TR,CW,S,AL,B,,TA,X,,,,
AL,CW,S,TR,B/X,,,,,,,
TA,CW,S,TR,B,,,,,,,
AL,CW,S,TA,X,,,,,,,
TA,CW,S,AL,X,,,,,,,
AL,CW,S,TR,B,,,,,,,
TA,CW,S,AL,B,,,,,,,
AL,CW,S,TR,B,,TA,X,,,,
TR,CW,S,TA,X,,,,,,,
TR,CW,B,TA,X,,,,,,,
TA,CW,S,TR,X,,,,,,,
TA,CW,S,TR,B,,,,,,,
TR,CW,B,AL,X,,,,,,,
TR,CW,S,AL,B,,,,,,,
TR,CC,D,AL,A,,,,,,,
TR,CW,S,AL,X,,,,,,,
TR,CC,S,TA,B,,,,,,,
TA,CC,B,TR,B,,,,,,,
TR,CC,S,AL,B,,,,,,,
TA,CC,S,TR,B,,,,,,,
TR,CC,B,AL,B,,,,,,,
AL,CC,S,TR,B,,,,,,,
YU,CW,S,AL,B,,,,,,,
AL,CW,S,TA,X,,,,,,,
AL,CW,B,TA,A,,TR,B,,,,
TA,CW,D,AL,A,,YU,A,,,,
AL,CW,B,TA,B,,,,,,,
AL,CC,B,YU,B,,,,,,,
AL,CW,B,TA,N,,,,,,,
AL,CW,B,YU,B,,,,,,,
AL,CW,B,TA,A,,,,,,,
AL,CW,S,TR,N,,,,,,,
AL,CC,S,YU,X,,TA,B,,,,
AL,CW,S,TA,X,,,,,,,
TA,CC,B,AL,X,,,,,,,
TR,CW,B,AL,X,,,,,,,
TA,CC,D,TR,A,,,,,,,
TA,CC,B,AL,N,,,,,,,
AL,CC,S,TR,B,,,,,,,
TR,CW,D,TA,A,,,,,,,
AL,CW,B,TR,X,,,,,,,
AL,CW,B,TR,X,,,,,,,
AL,CW,B,TA,X,,,,,,,
AL,CW,S,TR,B,,,,,,,
TR,CW,B,TA,B,,,,,,,
TA,CW,S,TR,B,,,,,,,
TA,CW,S,TR,B,,,,,,,
TR,CW,S,TA,A,,,,,,,
TR,CW,S,TA,A,,,,,,,
TA,CW,S,TR,B,,,,,,,
TA,CW,B,TR,X,,,,,,,
AL,CC,S,TR,X,,,,,,,
AL,CC,S,TA,B,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,B,TR,B,,,,,,,
TA,CW,B,AL,N>B,,,,,,,
AL,CW,S,TA,B,,,,,,,
AL,CC,S,TA,X,,,,,,,
TA,CW,B,AL,B,,,,,,,
AL,CW,S,TA,A,,,,,,,
AL,CW,S,TR,X,,,,,,,
TR,CW,B,AL,X,,,,,,,
TR,CW,B,AL,N,,,,,,,
TR,CW,B,AL,B,,,,,,,
AL,CW,S,TA,B,,,,,,,
TR,CW,S,TA,A,,,,,,,
TA,CW,S,TR,B,,,,,,,
TA,CW,S,TR,B,,,,,,,
TR,CW,S,TA,X,,,,,,,
TR,CW,S,AL,X,,,,,,,
AL,CW,S,TA,B,,,,,,,
TA,CW,S,TR,B,,,,,,,
TA,CW,S,TR,B,,,,,,,
AL,CW,B,TR,B,,,,,,,
TA,CW,B,TR,B,,,,,,,
TA,CW,S,TR,X,,,,,,,
AL,CC,S,TA,X,,,,,,,
TA,CW,D,AL,B,,,,,,,
TA,CW,B,TR,X,,,,,,,
TA,CC,S,TR,X,,,,,,,
TR,CW,S,TA,X,,,,,,,
TA,CW,S,TR,B,,,,,,,
AL,CW,B,TA,X,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,S,TR,X,,,,,,,
YU,CW,VD,AL,B,,,,,,,
YU,CW,VD,TR,B,,,,,,,
AL,CW,D,TA,B,,YU,N,,,,
TA,CW,B,TR,N,,,,,,,
TA,CW,S,TR,X,,,,,,,
TA,CW,S,TR,X,,,,,,,
TA,CW,S,TR,X,,,,,,,
AL,CW,S,TA,B,,,,,,,
TA,CW,S,AL,B,,,,,,,
TR,CW,B,TA,X,,,,,,,
TA,CC,VD,AL,X,,,,,,,
TR,CW,B,TA,B,,,,,,,
AL,CW,S,TR,X,,TA,B,,,,
TA,CW,D,AL,X,,,,,,,
TR,CW,VD,AL,B,,,,,,,
TR,CW,VD,TA,B,,,,,,,
TA,CW,D,TR,B,,,,,,,
TA,CC,B,AL,X,,TR,A,,,,
TA,CC,D,TR,X,,,,,,,
TR,CW,B,TR,X,,,,,,,
TA,CW,S,YU,N,,,,,,,
TA,CC,B,AL,A,,,,,,,
TR,CC,B,AL,B,,,,,,,
AL,CC,B,TA,B,,,,,,,
TA,CC,B,TR,A,,,,,,,
TA,CC,B,TR,A,,,,,,,
AL,CW,B,TR,X,,,,,,,
TR,CW,B,TA,X,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,B,TR,B,,TA,X,,,,
TR,CC,B,AL,X,,,,,,,
TR,CC,D,AL,X,,,,,,,
TR,CC,B,AL,X,,,,,,,
TR,CW,B,TA,N,,AL,B,,,,
AL,CW,B,TR,A,,,,,,,
TA,CW,S,TR,,,,,,,,
TR,CW,B,TA,A,,,,,,,
AL,CW,B,TA,B,,,,,,,
TR,CC,S,TA,B,,,,,,,
TA,CC,S,TR,A,,,,,,,
AL,CC,S,YU,N,,,,,,,
TR,CW,VD,TA,X,,,,,,,
AL,CC,S,TR,B,,,,,,,
TR,CC,S,AL,A,,,,,,,
AL,CC,S,TR,B,,,,,,,
AL,CC,B,TA,B,,,,,,,
AL,CC,S,TA,B,,,,,,,
TA,CW,B,AL,B,,,,,,,
AL,CW,B,TA,A,,,,,,,
TR,CW,D,AL,A,,,,,,,
AL,CW,B,TR,B,,,,,,,
AL,CW,S,TR,B,,,,,,,
TR,CW,D,AL,A,,,,,,,
AL,CW,B,TR,B,,,,,,,
AL,CW,S,TR,N,,,,,,,
AL,CW,VD,TR,A,,,,,,,
TR,CW,VD,AL,B,,,,,,,
AL,CW,B,TR,A,,,,,,,
TR,CW,B,AL,B,,,,,,,
AL,CW,S,TR,X,,,,,,,
TA,CC,S,AL,X,,,,,,,
TA,CW,S,AL,B,,,,,,,
AL,CW,S,TR,X,,,,,,,
AL,CC,B,TA,B,,,,,,,
TR,CW,S,TA,B,,,,,,,
TA,CW,S,TR,A,,,,,,,
TA,CC,B,AL,N,,,,,,,
AL,CW,B,TR,X,,,,,,,
TR,CW,S,TA,B,,,,,,,
AL,CW,S,TA,A,,,,,,,
TA,CW,S,AL,B,,,,,,,
AL,CC,B,TR,X,,TA,A,,,,
AL,CC,S,TA,X,,,,,,,
TA,CC,VD,AL,A,,,,,,,
TA,CW,D,AL,A,,,,,,,
AL,CC,B,TA,X,,,,,,,
TA,CC,D,TR,X,,,,,,,
TR,CW,D,TA,N,,,,,,,
AL,CW,S,TR,X,,,,,,,
TR,CW,S,TA,N,,,,,,,
TR,CC,D,AL,X,,,,,,,
AL,CW,S,TA,B,,TR,B,,,,
TA,CW,B,TR,B,,,,,,,
AL,CW,S,TA,B,,,,,,,
TR,CW,D,TA,A,,,,,,,
AL,CW,S,TA,B,,,,,,,
AL,CW,S,TR,X,,,,,,,
TA,CW,B,TR,N,,,,,,,
TR,CW,VD,TA,B,,,,,,,
TR,CC,S,TA,B,,,,,,,
TR,CW,B,AL,A,,,,,,,
TR,CC,S,AL,B,,,,,,,
AL,CC,B,TR,B,,,,,,,
TA,CC,D,TR,X,,,,,,,
TR,CW,B,TA,X,,,,,,,
TR,CW,D,AL,X,,,,,,,
AL,CC,B,TR,X,,TA,X,,,,
TR,CW,B,TA,B,,,,,,,
AL,CC,B,TA,A,,,,,,,
TR,CW,S,TA,B,,,,,,,
AL,CW,B,TA,B,,,,,,,
TR,CW,VD,TA,B,,,,,,,
YU,CW,D,TR,B,,,,,,,
AL,CC,S,TR,X,,,,,,,
TR,CC,S,AL,B,,,,,,,
TR,CW,B,TA,X,,,,,,,
AL,CC,B,TR,X,,,,,,,
TR,CW,D,TR,X,,,,,,,
TR,CC,S,AL,A,,,,,,,
TR,CW,B,AL,X,,,,,,,
TR,CW,D,AL,X,,TA,X,,,,
YU,CW,D,TR,X,,,,,,,
AL,CW,B,TA,X,,,,,,,
TR,CC,B,,X,,,,,,,
TA,CC,B,TR,X,,,,,,,
AL,CW,S,TR,,,,,,,,
AL,CW,S,TR,B,,,,,,,
TA,CW,S,TR,A,,,,,,,
TR,CW,D,TA,X,,,,,,,
TA,CC,B,AL,X,,,,,,,
TA,CW,B,TR,B,,,,,,,
AL,CW,S,TR,B,,,,,,,
TR,CW,B,AL,X,,,,,,,
TR,CW,D,TR,X,,,,,,,
AL,CC,S,TR,X,,,,,,,
AL,CC,S,TR,A,,,,,,,
TR,CC,D,TA,X,,,,,,,
TR,CC,S,AL,X,,,,,,,
TA,CW,S,AL,X,,,,,,,
TR,CW,B,TR,X,,,,,,,
TA,CW,D,AL,B,,,,,,,
YU,CW,B,TR,B,,,,,,,
TR,CW,D,AL,B,,,,,,,
TR,CW,B,TR,B,,,,,,,
AL,CW,S,TA,X,,,,,,,
AL,CW,S,TA,X,,TR,X,,,,
AL,CW,S,TA,X,,,,,,,
TA,CW,B,AL,B,,,,,,,
AL,CW,S,TA,A,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,S,TR,B,,,,,,,
TR,CW,B,AL,A,,,,,,,
TA,CW,S,TR,X,,,,,,,
TA,CW,S,TR,N,,,,,,,
AL,CW,B,TA,X,,,,,,,
AL,CW,S,TA,B,,,,,,,
TR,CW,D,TA,B,,,,,,,
TR,CW,B,TA,B,,,,,,,
AL,CW,S,TR,X,,,,,,,
TR,CC,D,AL,X,,,,,,,
TR,CC,S,TA,X,,,,,,,
AL,CW,S,TA,X,,,,,,,
AL,CC,S,TA,N,,,,,,,
AL,CC,S,TR,B,,,,,,,
TR,CW,S,TA,X,,,,,,,
TR,CC,B,TA,B,,,,,,,
AL,CW,S,TR,X,,,,,,,
AL,CW,S,TA,X,,,,,,,
AL,CW,D,TA,X,,,,,,,
AL,CW,B,TA,N,,TR,X,,,,
TR,CC,B,TA,A,,,,,,,
TA,CC,S,TR,B,,,,,,,
TR,CC,B,AL,N,,,,,,,
TA,CC,S,TR,A,,,,,,,
TR,CW,S,TA,X,,,,,,,
TR,CC,B,TA,A,,,,,,,
TA,CC,D,TA,B,,,,,,,
TR,CC,D,TA,A,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,B,TR,B,,,,,,,
AL,CW,B,TA,B,,,,,,,
AL,CW,B,TA,B,,,,,,,
TA,CW,B,AL,B,,,,,,,
AL,CW,B,YU,N,,,,,,,
AL,CW,S,TA,X,,,,,,,
AL,CC,S,YU,X,,,,,,,
TR,CC,S,YU,X,,,,,,,
TA,CW,B,AL,A,,,,,,,
AL,CC,B,TA,B,,,,,,,
AL,CW,S,TR,X,,,,,,,
TR,CC,D,TA,X,,,,,,,
TA,CW,S,TR,B,,,,,,,
TA,CC,S,TR,B,,,,,,,
TA,CC,S,TR,X,,,,,,,
TR,CC,S,AL,X,,,,,,,
TA,CC,B,TR,A,,,,,,,
TR,CC,S,TA,B,,,,,,,
TA,CW,B,AL,X,,,,,,,
TR,CW,D,TA,X,,,,,,,
AL,CW,B,TR,X,,,,,,,
TR,CC,B,TA,X,,,,,,,
TR,CW,B,AL,X,,,,,,,
